cluster	rank	gene	score	logfoldchange	pval	pval_adj
4	1	S100A9	31.838957	7.3683295	1.8717288505719737e-222	2.5668889456744046e-218
4	2	S100A8	31.753998	7.548199	2.79643966505539e-221	1.917518678328481e-217
4	3	LYZ	31.435495	6.095264	6.6260833707496676e-217	3.029003578215365e-213
4	4	TYROBP	29.468857	5.2806506	7.21888557866099e-191	2.4749949206439203e-187
4	5	FTL	28.770615	3.3890283	5.002705696590784e-182	1.3721421184609203e-178
4	6	FCN1	28.406359	5.2796555	1.6875723262794626e-177	3.857227813766092e-174
4	7	S100A6	28.22383	2.9347758	2.98300245191555e-175	5.844127946509979e-172
4	8	CST3	28.062984	5.37772	2.7736663358306568e-173	4.7547575161977034e-170
4	9	LGALS2	27.994421	6.026016	1.8998126433702545e-172	2.894892287908852e-169
4	10	FTH1	27.57982	2.733714	1.9430837811675658e-167	2.422495543175636e-164
4	11	LGALS1	27.52303	4.277413	9.30928972899862e-167	1.0638966611957256e-163
4	12	GPX1	26.783657	3.8875413	5.0095437513167115e-158	5.284683308119798e-155
4	13	GSTP1	26.377779	3.603889	2.46490657438645e-153	2.414552054366841e-150
4	14	S100A4	26.07613	2.7050862	6.801884266669494e-150	6.218736055540362e-147
4	15	OAZ1	25.538277	1.9433011	7.410891118939749e-144	6.352060050321233e-141
4	16	AIF1	25.355082	4.3043046	7.898724341111358e-142	6.017950311888953e-139
4	17	TYMP	25.162985	3.9855165	1.0188457997775679e-139	7.353921735868193e-137
4	18	CTSS	24.9512	3.3395073	2.072258039699589e-137	1.4209473378220082e-134
4	19	LST1	24.9265	4.192639	3.840500310995572e-137	2.5080295840472985e-134
4	20	SAT1	23.652359	3.0212014	1.1161678661187936e-123	6.957784598160516e-121
