cluster	rank	gene	score	logfoldchange	pval	pval_adj
5	1	MALAT1	7.658466	1.0527444	1.881673696350387e-14	2.580527307174921e-10
5	2	RPL32	6.6612124	0.54303074	2.7157773408712584e-11	1.726004159478339e-07
5	3	RPS27	5.7681446	0.56997204	8.014908613393419e-09	2.198329134481547e-05
5	4	RPL27A	5.720973	0.59402704	1.0591579971853997e-08	2.4208821289000952e-05
5	5	RPS15A	5.68586	0.74142057	1.3015583266422583e-08	2.54993869879599e-05
5	6	RPS29	5.3632846	0.8112735	8.172208111829023e-08	9.339471837135269e-05
5	7	RPS15	5.1707854	0.5324603	2.3311195466004687e-07	0.00019980608413799265
5	8	RPS12	4.9360805	0.5809292	7.970828260130821e-07	0.0005064428015475277
5	9	RPL13	4.8169985	0.494736	1.4573363780941628e-06	0.0006940841806701771
5	10	RPS18	4.5795445	0.46622473	4.659890531710778e-06	0.0016772423655571412
5	11	RPS27A	4.5665994	0.71484	4.957005560455608e-06	0.0016995093564022054
5	12	RPL30	4.5431023	0.56099653	5.543239714679632e-06	0.0018541460840760112
5	13	RPL35A	4.4643645	0.6057969	8.03067393219196e-06	0.0025612247047925706
5	14	RPS28	4.4257936	0.49635237	9.608828505401334e-06	0.002864684220066824
5	15	RPS25	4.375519	0.5422555	1.2114399467009645e-05	0.0033905484549095976
5	16	RPS6	4.3491845	0.4510084	1.3664484168719018e-05	0.003603744920957935
5	17	RPL35	4.185591	0.48814863	2.8442492957324883e-05	0.0068431640073114645
5	18	RPL31	4.0133085	0.579437	5.98735906267029e-05	0.012699034427546675
5	19	RPL13A	4.0044417	0.43240118	6.216414089182968e-05	0.012916954972584124
5	20	RPL38	3.9952202	0.44385824	6.46341766665915e-05	0.0132297477433677
