cluster	rank	gene	score	logfoldchange	pval	pval_adj
7	1	PF4	6.228046	12.905741	4.722885531370455e-10	7.725968615950534e-07
7	2	SDPR	6.2276807	11.863666	4.733899413238275e-10	7.725968615950534e-07
7	3	GNG11	6.2276807	12.42845	4.733899413238275e-10	7.725968615950534e-07
7	4	PPBP	6.227316	13.035219	4.744938361686981e-10	7.725968615950534e-07
7	5	NRGN	6.2254906	9.092909	4.800511051963354e-10	7.725968615950534e-07
7	6	SPARC	6.220745	10.895902	4.947989758718316e-10	7.725968615950534e-07
7	7	GPX1	6.220745	6.478824	4.947989758718316e-10	7.725968615950534e-07
7	8	TPM4	6.2141747	6.943187	5.159512646947618e-10	7.725968615950534e-07
7	9	RGS18	6.2130795	8.6062975	5.195614032364577e-10	7.725968615950534e-07
7	10	CALM3	6.185337	4.9173193	6.196999764872093e-10	7.725968615950534e-07
7	11	RGS10	6.1112347	5.0098014	9.886322693278598e-10	9.992881560052564e-07
7	12	TAGLN2	6.068526	4.831951	1.2908982105660859e-09	9.992881560052564e-07
7	13	MYL6	5.8907537	2.8499062	3.844385405560246e-09	2.1088760580741285e-06
7	14	OAZ1	5.8502345	3.2184496	4.908799997693448e-09	2.3213545920126877e-06
7	15	GP9	5.7471123	12.910398	9.07804721604925e-09	3.5570382720256976e-06
7	16	HIST1H2AC	5.7337885	9.46766	9.82118103446561e-09	3.707430786241578e-06
7	17	CD9	5.7306857	9.544075	1.0002547695124573e-08	3.707430786241578e-06
7	18	MYL12A	5.692722	2.8250475	1.2502986129337168e-08	4.2866487944432485e-06
7	19	CCL5	5.6826835	5.6169353	1.3259748137648543e-08	4.3296234752312406e-06
7	20	ITM2B	5.577371	2.7670145	2.441808327271717e-08	6.351513867316113e-06
7	21	SH3BGRL3	5.5764585	3.029939	2.45464660177741e-08	6.351513867316113e-06
7	22	ACTB	5.394671	2.461963	6.864926943982724e-08	1.448393970919678e-05
7	23	H3F3A	5.3658333	3.9362462	8.057642346879807e-08	1.6492911514195473e-05
7	24	PRDX6	5.272749	4.5396433	1.3439519548459475e-07	2.541958838067174e-05
7	25	AP001189.4	5.2683687	12.177617	1.3764141020895208e-07	2.541958838067174e-05
7	26	ITGA2B	5.2669086	12.20023	1.3874023973083816e-07	2.541958838067174e-05
7	27	OST4	5.2605205	3.1657836	1.4364819925461082e-07	2.558430395555497e-05
7	28	TUBB1	5.2555923	10.353166	1.475486610608318e-07	2.5613700478332243e-05
7	29	CLU	5.246832	10.489743	1.5473715716594662e-07	2.619833794288632e-05
7	30	RUFY1	5.2165337	7.232301	1.8230236405511038e-07	3.012162193556366e-05
7	31	ARPC5	5.205948	3.1943455	1.9300896288813363e-07	3.126297331056456e-05
7	32	MPP1	5.205218	7.1793003	1.9376934019235725e-07	3.126297331056456e-05
7	33	ARPC1B	5.1931715	3.220989	2.0674155987880343e-07	3.296806688578965e-05
7	34	NGFRAP1	5.184776	6.5045896	2.162749861211221e-07	3.378572299588012e-05
7	35	GRAP2	5.158493	6.275955	2.489451737867039e-07	3.793371237012064e-05
7	36	CTSA	5.1205297	5.7334323	3.0467889606750526e-07	4.398280400705018e-05
7	37	ILK	5.081471	5.884147	3.745236320408388e-07	5.241037846742922e-05
7	38	NCOA4	5.035476	6.301606	4.766619560309468e-07	6.472219866344955e-05
7	39	TMSB4X	5.0124793	1.7040536	5.37331993356905e-07	7.154340734851064e-05
7	40	TUBA4A	5.009924	5.2067175	5.445156153415813e-07	7.180276104610045e-05
7	41	FKBP1A	4.9934974	3.3995302	5.929560713223335e-07	7.722916687001248e-05
7	42	CDKN2D	4.9883866	5.0188966	6.08855597324979e-07	7.731338575661816e-05
7	43	FERMT3	4.969405	5.3874726	6.71586607376383e-07	8.285483569214093e-05
7	44	SAT1	4.8609896	3.4217274	1.1680039453569e-06	0.00013348338422187106
7	45	TMEM40	4.788895	11.757693	1.6770205694977923e-06	0.00018330658123608527
7	46	TREML1	4.7850623	11.271906	1.7093430622618806e-06	0.00018330658123608527
7	47	PTCRA	4.7848797	11.24871	1.7108970685590576e-06	0.00018330658123608527
7	48	NAP1L1	4.7808642	2.8694177	1.745430733499965e-06	0.00018555687658308932
7	49	CA2	4.769366	9.171832	1.8480681916517834e-06	0.00019495697831009662
7	50	PGRMC1	4.7354174	7.348126	2.1860458800538356e-06	0.00022885063510731527
7	51	LAMTOR1	4.673362	4.064388	2.963094552459804e-06	0.0003010065088328426
7	52	ACTN1	4.6620455	5.8280754	3.1308198339792734e-06	0.00031570634708229234
7	53	PDLIM1	4.643976	5.9551697	3.41766882954698e-06	0.0003421161337839948
7	54	ODC1	4.5795474	5.721426	4.659828473163687e-06	0.0004500344202884986
7	55	CAPN1	4.460546	4.704132	8.175106509525399e-06	0.0007785653518863285
7	56	TIMP1	4.4417467	3.4744418	8.923151990532365e-06	0.0008381651123161702
7	57	YWHAH	4.3771358	4.2291913	1.2024916862485506e-05	0.00111425479629815
7	58	SRGN	4.31727	3.1283047	1.5797098699952326e-05	0.001434711334908253
7	59	SEPT5	4.309787	11.603709	1.6341213586355404e-05	0.0014743644942320922
7	60	ASAH1	4.307779	3.7741914	1.64902072661284e-05	0.0014780830225338882
7	61	HMGB1	4.303581	2.2048705	1.680593404889773e-05	0.0014893987196599665
7	62	GPX4	4.303216	2.3673122	1.683365914738915e-05	0.0014893987196599665
7	63	ACRBP	4.293725	9.411564	1.757000138788166e-05	0.0015445833271372379
7	64	F13A1	4.281314	8.404276	1.8579306919743153e-05	0.0016229083764162907
7	65	MMD	4.2783937	8.162552	1.882469255662721e-05	0.0016339356564657314
