cluster	rank	gene	score	logfoldchange	pval	pval_adj
1	1	CD74	28.862055	4.084945	3.576806255903681e-183	4.9052320993463075e-179
1	2	CD79A	27.780062	7.7187076	7.55471785448319e-170	5.180270032819123e-166
1	3	HLA-DRA	27.507637	4.8876743	1.4226556214313896e-166	6.503433064103359e-163
1	4	CD79B	26.4076	5.509765	1.120700354755122e-153	3.842321166277936e-150
1	5	HLA-DPB1	25.88026	4.0635843	1.1110709977621279e-147	3.0474455326619643e-144
1	6	HLA-DQA1	25.24009	5.3640203	1.4551139192649527e-140	3.3259053814665937e-137
1	7	MS4A1	25.051428	6.3867645	1.6843843128414842e-138	3.2999494951868734e-135
1	8	HLA-DRB1	24.321009	3.8997838	1.1752925346851618e-130	2.0147452275840384e-127
1	9	HLA-DQB1	24.149208	4.959159	7.611077430732035e-129	1.1597590653895457e-125
1	10	CD37	24.124147	2.4829173	1.3950559596548037e-128	1.913179743070598e-125
1	11	HLA-DPA1	23.720583	3.7027457	2.211353777116448e-124	2.7569550635795425e-121
1	12	HLA-DRB5	19.88463	3.3011303	5.528835463006269e-88	5.415889252833427e-85
1	13	TCL1A	18.249586	6.900837	2.084801675498394e-74	1.7869356361115607e-71
1	14	RPL18A	17.251472	0.7271306	1.0908401266287381e-66	8.799871468580303e-64
1	15	HLA-DMA	16.579412	3.124017	9.818358741933593e-62	6.732448589343865e-59
1	16	LINC00926	16.549583	7.263271	1.612124596426116e-61	1.0527941293041788e-58
1	17	RPS23	15.087142	0.7953624	1.9678211530487203e-51	9.995073812188944e-49
1	18	RPS11	14.971795	0.907223	1.1225041081513889e-50	5.1313404463960494e-48
1	19	RPS5	14.683731	0.78369737	8.195386318764239e-49	3.625533160501057e-46
1	20	VPREB3	14.588562	7.507271	3.321251108894125e-48	1.4233636783554383e-45
