cluster	rank	gene	score	logfoldchange	pval	pval_adj
0	1	LDHB	32.37362	2.7383249	6.455273247513287e-230	8.852761731639721e-226
0	2	RPS12	30.81869	1.0086799	1.472482826917506e-208	1.0096814744173337e-204
0	3	RPS25	29.08397	1.1339942	5.726281468647094e-186	1.570604481220525e-182
0	4	RPS3	28.080143	0.8501929	1.712370780482908e-173	3.354778983363229e-170
0	5	RPS27	27.957182	0.98623955	5.391867877521991e-172	8.216008452481843e-169
0	6	CD3D	27.862389	3.1793187	7.624267321216492e-171	1.0455920204316298e-167
0	7	RPS6	27.779924	0.83464396	7.583628009935324e-170	9.454715866204822e-167
0	8	RPS14	26.84236	0.7422695	1.0357553041403609e-158	1.1836956867484091e-155
0	9	RPL31	26.566175	1.0933328	1.670333400774437e-155	1.5271301505480419e-152
0	10	TPT1	26.551107	0.91842794	2.4936213088673282e-155	2.1373451643629086e-152
0	11	RPL3	26.314024	0.83959204	1.3253646661176764e-152	1.0691794724198715e-149
0	12	RPL30	25.912188	0.97431177	4.854221544507459e-148	3.6983774589652934e-145
0	13	EEF1A1	25.718468	0.7532384	7.265299180977398e-146	5.244016471996002e-143
0	14	RPL9	25.674896	1.0754327	2.229681137852697e-145	1.5288923562255944e-142
0	15	RPS27A	25.555061	1.2584035	4.8234960576100255e-144	3.149972615907804e-141
0	16	RPLP2	25.373178	0.81926405	4.987653086297209e-142	3.1091215647945423e-139
0	17	RPS15A	25.176487	0.8973944	7.249360344689957e-140	4.322509902916438e-137
0	18	RPS18	24.879755	0.7252766	1.2324544911970993e-136	7.042450371782092e-134
0	19	RPL32	24.613106	0.6904288	9.144939297233869e-134	5.016547900890611e-131
0	20	LTB	24.359482	2.5003064	4.600172311018841e-131	2.4264139643581684e-128
0	21	RPS29	24.35382	1.2680217	5.281316439220734e-131	2.682517542499005e-128
0	22	RPL13	24.015251	0.67429525	1.9270067659885416e-127	8.808990262922287e-125
0	23	RPL23A	24.007912	0.85987204	2.2990691473772664e-127	1.0170785253913495e-124
0	24	RPSA	23.99729	1.1741247	2.9680038599618245e-127	1.2719751542348893e-124
0	25	CD3E	23.847399	2.6419842	1.0775480603125163e-125	4.478028514886621e-123
0	26	RPL27A	23.586435	0.7677735	5.310807224998885e-123	2.14212971422455e-120
0	27	RPL13A	23.435356	0.64978856	1.8644731619684855e-121	7.305538555210232e-119
0	28	RPS3A	23.394938	1.0755211	4.811974183755659e-121	1.8330948321118084e-118
0	29	RPL21	23.377674	0.8549219	7.21069801162909e-121	2.67263547382382e-118
0	30	RPS4X	23.005817	0.6784609	4.076386872415914e-117	1.3975892392077961e-114
0	31	RPS13	22.742348	0.93958896	1.708443324941507e-114	5.714534575182396e-112
0	32	IL32	22.65952	2.6102192	1.1239935485196901e-113	3.67010655342834e-111
0	33	RPS20	22.41091	1.0460432	3.0808587836386196e-111	9.825790083446519e-109
0	34	RPL11	22.26916	0.5609671	7.356866456791004e-110	2.293001513373451e-107
0	35	RPLP0	22.138884	1.0604838	1.335014211434357e-108	4.068529976802394e-106
0	36	RPL35A	22.046495	0.74575365	1.0321540106727702e-107	3.077165239644863e-105
0	37	RPS28	21.75824	0.8207019	5.772105146162413e-105	1.6491385411348193e-102
0	38	IL7R	21.639336	2.7481196	7.659808822730065e-104	2.1438085345902066e-101
0	39	RPS10	21.530975	0.8404621	7.983477024029821e-103	2.1897080781508995e-100
0	40	RPL14	21.096062	0.66744596	8.644311886851674e-99	2.279771023390074e-96
0	41	RPL5	20.9455	0.8356359	2.0622443877233762e-97	5.336154628912902e-95
0	42	RPL10	20.914152	0.45587915	3.9804237467697886e-97	9.925005684218342e-95
0	43	JUNB	20.912575	1.2290179	4.114148149136291e-97	1.0075254949509839e-94
0	44	RPL36	20.785221	0.9092976	5.889306465861124e-96	1.4169464714529729e-93
0	45	NPM1	20.752995	1.3099333	1.1518980306676545e-95	2.7236430332027957e-93
