cluster	rank	gene	score	logfoldchange	pval	pval_adj
1	1	CD74	28.862055	4.084945	3.576806255903681e-183	4.9052320993463075e-179
1	2	CD79A	27.780062	7.7187076	7.55471785448319e-170	5.180270032819123e-166
1	3	HLA-DRA	27.507637	4.8876743	1.4226556214313896e-166	6.503433064103359e-163
1	4	CD79B	26.4076	5.509765	1.120700354755122e-153	3.842321166277936e-150
1	5	HLA-DPB1	25.88026	4.0635843	1.1110709977621279e-147	3.0474455326619643e-144
1	6	HLA-DQA1	25.24009	5.3640203	1.4551139192649527e-140	3.3259053814665937e-137
1	7	MS4A1	25.051428	6.3867645	1.6843843128414842e-138	3.2999494951868734e-135
1	8	HLA-DRB1	24.321009	3.8997838	1.1752925346851618e-130	2.0147452275840384e-127
1	9	HLA-DQB1	24.149208	4.959159	7.611077430732035e-129	1.1597590653895457e-125
1	10	CD37	24.124147	2.4829173	1.3950559596548037e-128	1.913179743070598e-125
1	11	HLA-DPA1	23.720583	3.7027457	2.211353777116448e-124	2.7569550635795425e-121
1	12	HLA-DRB5	19.88463	3.3011303	5.528835463006269e-88	5.415889252833427e-85
1	13	TCL1A	18.249586	6.900837	2.084801675498394e-74	1.7869356361115607e-71
1	14	RPL18A	17.251472	0.7271306	1.0908401266287381e-66	8.799871468580303e-64
1	15	HLA-DMA	16.579412	3.124017	9.818358741933593e-62	6.732448589343865e-59
1	16	LINC00926	16.549583	7.263271	1.612124596426116e-61	1.0527941293041788e-58
1	17	RPS23	15.087142	0.7953624	1.9678211530487203e-51	9.995073812188944e-49
1	18	RPS11	14.971795	0.907223	1.1225041081513889e-50	5.1313404463960494e-48
1	19	RPS5	14.683731	0.78369737	8.195386318764239e-49	3.625533160501057e-46
1	20	VPREB3	14.588562	7.507271	3.321251108894125e-48	1.4233636783554383e-45
1	21	HLA-DQA2	14.33498	4.235691	1.3228379877560672e-46	5.497393989117184e-44
1	22	LTB	13.77659	1.8378707	3.5253429954624378e-43	1.3429598288825518e-40
1	23	HLA-DMB	13.764651	3.2171266	4.15887388445328e-43	1.5414809851727644e-40
1	24	BANK1	13.685769	4.796804	1.2349330556747803e-42	4.342531262954856e-40
1	25	HVCN1	13.396066	3.9827375	6.375455371418276e-41	2.0817379753245295e-38
1	26	RPL13A	12.430411	0.5035646	1.7871228117455063e-35	5.214596221335718e-33
1	27	CXCR4	12.414429	1.6094145	2.1823816291508637e-35	6.23524617961978e-33
1	28	LAPTM5	12.330245	1.0946181	6.225699868406487e-35	1.7424336325576848e-32
1	29	RPS8	12.165959	0.59089696	4.71871405832015e-34	1.2942488919160508e-31
1	30	RPL15	11.995531	0.44709688	3.750025942863639e-33	1.0083893290280772e-30
1	31	ISG20	11.838759	1.6709273	2.4606554094930341e-32	6.489505439574513e-30
