cluster	rank	gene	score	logfoldchange	pval	pval_adj
0	1	LDHB	32.37362	2.7383249	6.455273247513287e-230	8.852761731639721e-226
0	2	RPS12	30.81869	1.0086799	1.472482826917506e-208	1.0096814744173337e-204
0	3	RPS25	29.08397	1.1339942	5.726281468647094e-186	1.570604481220525e-182
0	4	RPS3	28.080143	0.8501929	1.712370780482908e-173	3.354778983363229e-170
0	5	RPS27	27.957182	0.98623955	5.391867877521991e-172	8.216008452481843e-169
0	6	CD3D	27.862389	3.1793187	7.624267321216492e-171	1.0455920204316298e-167
0	7	RPS6	27.779924	0.83464396	7.583628009935324e-170	9.454715866204822e-167
0	8	RPS14	26.84236	0.7422695	1.0357553041403609e-158	1.1836956867484091e-155
0	9	RPL31	26.566175	1.0933328	1.670333400774437e-155	1.5271301505480419e-152
0	10	TPT1	26.551107	0.91842794	2.4936213088673282e-155	2.1373451643629086e-152
0	11	RPL3	26.314024	0.83959204	1.3253646661176764e-152	1.0691794724198715e-149
0	12	RPL30	25.912188	0.97431177	4.854221544507459e-148	3.6983774589652934e-145
0	13	EEF1A1	25.718468	0.7532384	7.265299180977398e-146	5.244016471996002e-143
0	14	RPL9	25.674896	1.0754327	2.229681137852697e-145	1.5288923562255944e-142
0	15	RPS27A	25.555061	1.2584035	4.8234960576100255e-144	3.149972615907804e-141
0	16	RPLP2	25.373178	0.81926405	4.987653086297209e-142	3.1091215647945423e-139
0	17	RPS15A	25.176487	0.8973944	7.249360344689957e-140	4.322509902916438e-137
0	18	RPS18	24.879755	0.7252766	1.2324544911970993e-136	7.042450371782092e-134
0	19	RPL32	24.613106	0.6904288	9.144939297233869e-134	5.016547900890611e-131
0	20	LTB	24.359482	2.5003064	4.600172311018841e-131	2.4264139643581684e-128
